ResourceType,Id,Name,Description,StartDate,EndDate,CreateDate,ModifyDate,LastCommentDate,Tags,NumericPriority,Effort,EffortCompleted,EffortToDo,Progress,TimeSpent,TimeRemain,LastStateChangeDate,PlannedStartDate,PlannedEndDate,InitialEstimate,Units,EntityType,Project,LastEditor,Owner,LastCommentedUser,LinkedTestPlan,Release,Iteration,TeamIteration,Team,Priority,EntityState,ResponsibleTeam,PortfolioEpic,Epic,CustomFields,"Zendesk, BaseCamp URL",Scope,UAT Date,Deployed,For Project,Cost Type
Feature,266347,Gift Card,"<div>
<div><strong>.psd file path</strong>&#58;</div>

<table border=""1"" style=""width:100%"">
	<caption style=""text-align:left""><strong>Description</strong>&#58;</caption>
	<tbody>
		<tr>
			<td>
			<div><em>A short description of the Feature</em></div>

			<div><em>...</em></div>

			<div> </div>
			</td>
		</tr>
	</tbody>
</table>

<table border=""1"" style=""width:100%"">
	<caption style=""text-align:left""><strong>Benefits</strong>&#58;</caption>
	<tbody>
		<tr>
			<td>
			<div><em>A short description which describes the benefit to the user and the business. There may be multiple benefits per feature which are highlighted here.</em></div>
			</td>
		</tr>
		<tr>
			<td><em>...</em></td>
		</tr>
		<tr>
			<td><em>...</em></td>
		</tr>
	</tbody>
</table>
</div>
",2018-08-15,2018-10-03,2018-07-24,2018-10-03,2018-10-03,,237487,199,199,0,1,107.85,0,2018-10-03,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Valeriy, ResourceType=GeneralUser, Id=101, LastName=Denisik, Login=valeriy.denisik}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}","{FirstName=Valeriy, ResourceType=GeneralUser, Id=101, LastName=Denisik, Login=valeriy.denisik}","{ResourceType=TestPlan, Id=273761, Name=Gift Card}","{ResourceType=Release, Id=271209, Name=R47}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193806}",,"{ResourceType=Epic, Id=266346, Name=Gift Card}",6,,,,,TAF,To Be Determined
Feature,266319,[Customer Activity Log] Infinity Scroll,"<div>wiki&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BCustomer&#43;Activity&#43;Log&#37;5D&#43;Infinity&#43;Scroll</div>
",2018-08-08,2018-08-20,2018-07-24,2018-08-20,2018-08-20,,237455,20,20,0,1,17,0,2018-08-20,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{ResourceType=TestPlan, Id=270136, Name=[Customer Activity Log] Infinity Scroll}","{ResourceType=Release, Id=264689, Name=R44}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193780}",,"{ResourceType=Epic, Id=266315, Name=Customer Activity Log}",6,,,,,Trybe,To Be Determined
Feature,266316,Customer Activity Log,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Customer&#43;Activity&#43;Log</div>
",2018-08-31,2018-08-31,2018-07-24,2018-08-31,2018-08-20,,237453,34,34,0,1,34.8,0,2018-08-31,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{ResourceType=TestPlan, Id=270138, Name=Customer Activity Log}","{ResourceType=Release, Id=264689, Name=R44}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193777}",,"{ResourceType=Epic, Id=266315, Name=Customer Activity Log}",6,,,,,Trybe,To Be Determined
Feature,266309,[Extended Customer Groups] Activity Log,"<div>wiki&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BExtended&#43;Customer&#43;Groups&#37;5D&#43;Activity&#43;Log</div>
",2018-08-08,2018-08-20,2018-07-24,2018-08-20,2018-08-20,,237449,13,13,0,1,11,0,2018-08-20,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{ResourceType=TestPlan, Id=270159, Name=[Extended Customer Groups] Activity Log}","{ResourceType=Release, Id=264689, Name=R44}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193770}",,"{ResourceType=Epic, Id=200369, Name=Extended Customer Groups}",6,,,,,Trybe,To Be Determined
Feature,266308,[Extended Customer Groups] Wish List,"<div>wiki&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BExtended&#43;Customer&#43;Groups&#37;5D&#43;Wishlist</div>
",2018-08-03,2018-08-17,2018-07-24,2018-08-17,2018-08-17,,237448,34,34,0,1,22.8,0,2018-08-17,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{ResourceType=TestPlan, Id=269976, Name=[Extended Customer Groups] Wish List}","{ResourceType=Release, Id=264689, Name=R44}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193769}",,"{ResourceType=Epic, Id=200369, Name=Extended Customer Groups}",6,,,,,Trybe,To Be Determined
Feature,266307,[Extended Customer Groups] Checkout,"<div>wiki&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BExtended&#43;Customer&#43;Groups&#37;5D&#43;Checkout</div>
",2018-08-07,2018-09-05,2018-07-24,2018-09-05,2018-09-05,,237447,78,78,0,1,102.4,0,2018-09-05,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=30, LastName=Naiman, Login=denis}",,"{ResourceType=Release, Id=266515, Name=R46}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193768}",,"{ResourceType=Epic, Id=200369, Name=Extended Customer Groups}",6,,,,,Trybe,To Be Determined
Feature,266207,[AKENEO] Editable Attributes Grid,"<div>wiki</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Editable&#43;Attributes&#43;Grid</div>
",,,2018-07-23,2018-10-10,,,237351,110,110,0,1,114.4,0,2018-09-11,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Victor, ResourceType=GeneralUser, Id=247, LastName=Martinovich, Login=victor.martinovich@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}",,,,,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=1, ResourceType=EntityState, Id=1276, Name=Open}","{ResourceType=TeamAssignment, Id=193670}",,"{ResourceType=Epic, Id=266206, Name=[AKENEO] Editable Attributes Grid}",6,,,,,MYER,To Be Determined
Feature,266202,[AKENEO] Catalog Grid Images,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Catalog&#43;Grid&#43;Images</div>
",2018-09-18,,2018-07-23,2018-10-15,2018-08-13,,237347,65,64,1,0.9846,56.9,1,2018-09-18,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Victor, ResourceType=GeneralUser, Id=247, LastName=Martinovich, Login=victor.martinovich@ewave.com}","{ResourceType=TestPlan, Id=268388, Name=[AKENEO] Catalog Grid Images}","{ResourceType=Release, Id=275050, Name=R49}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=5, ResourceType=EntityState, Id=1382, Name=Dev - Code Review}","{ResourceType=TeamAssignment, Id=193665}",,"{ResourceType=Epic, Id=266201, Name=[AKENEO] Catalog Grid Images}",6,,,,,MYER,To Be Determined
Feature,265942,Bundle Product Custom Options,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Bundle&#43;Product&#43;Custom&#43;Options</div>
",,,2018-07-20,2018-10-03,2018-07-31,,237125,77,77,0,1,62,0,2018-08-14,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}","{ResourceType=TestPlan, Id=266413, Name=Bundle Product Custom Options}","{ResourceType=Release, Id=275050, Name=R49}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=1, ResourceType=EntityState, Id=1276, Name=Open}","{ResourceType=TeamAssignment, Id=193425}",,"{ResourceType=Epic, Id=212933, Name=Extended Products}",6,,,,,AUPost,To Be Determined
Feature,265771,Guest Wishlist,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Guest&#43;Wishlist</div>
",,,2018-07-18,2018-10-03,2018-08-15,,236964,71.5,71.5,0,1,88.75,0,2018-09-13,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{ResourceType=TestPlan, Id=269635, Name=Guest Wishlist}","{ResourceType=Release, Id=275050, Name=R49}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=1, ResourceType=EntityState, Id=1276, Name=Open}","{ResourceType=TeamAssignment, Id=193271}",,"{ResourceType=Epic, Id=265770, Name=Guest Wishlist}",6,,,,,Platypus,To Be Determined
Feature,265739,[Abstract Entity] Infinite Scroll,"<div><strong>Wiki page&#58;  </strong><a href=""https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BAbstract&#43;Entity&#37;5D&#43;Infinite&#43;Scroll"" target=""_blank"">https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BAbstract&#43;Entity&#37;5D&#43;Infinite&#43;Scroll</a>

<div> </div>
</div>
",2018-08-22,2018-08-31,2018-07-18,2018-08-31,2018-08-31,,236934,36,36,0,1,63.35,0,2018-08-31,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}","{ResourceType=TestPlan, Id=271493, Name=[Abstract Entity] Infinite Scroll}","{ResourceType=Release, Id=266515, Name=R46}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193241}",,"{ResourceType=Epic, Id=201351, Name=Abstract Entity}",6,,,,,D'Urban,To Be Determined
Feature,265619,[Custom Checkout Fields] SecurePay,"<div>wiki link&#58; https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BCustom&#43;Checkout&#43;Fields&#37;5D&#43;SecurePay</div>
",2018-07-18,2018-07-25,2018-07-17,2018-07-25,2018-07-25,,236827,0,0,0,1,4,0,2018-07-25,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Valeriy, ResourceType=GeneralUser, Id=101, LastName=Denisik, Login=valeriy.denisik}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Valeriy, ResourceType=GeneralUser, Id=101, LastName=Denisik, Login=valeriy.denisik}",,"{ResourceType=Release, Id=260858, Name=R43}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=193141}",,"{ResourceType=Epic, Id=135574, Name=Custom Checkout Fields}",6,,,,,CRV,To Be Determined
Feature,265175,[EE] Google Tag Manager,"<div>https&#58;&#47;&#47;wiki.ewave.com&#47;pages&#47;viewpage.action&#63;pageId&#61;30965830</div>
",2018-09-07,2018-09-07,2018-07-12,2018-09-07,2018-07-20,,236421,26,26,0,1,22.1,0,2018-09-07,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}",,"{ResourceType=Release, Id=266514, Name=R45}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=192748}",,"{ResourceType=Epic, Id=178043, Name=Google Tag Manager}",6,,,,,CRV,To Be Determined
Feature,264962,[Catalog Inventory Web API] Product SKU,"<div><strong>Wiki page&#58; </strong><a href=""https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BCatalog&#43;Inventory&#43;Web&#43;API&#37;5D&#43;Product&#43;SKU"" target=""_blank"">https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BCatalog&#43;Inventory&#43;Web&#43;API&#37;5D&#43;Product&#43;SKU</a></div>
",2018-09-03,,2018-07-11,2018-10-03,2018-09-21,,236232,31,31,0,1,12.75,0,2018-09-21,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{ResourceType=TestPlan, Id=274358, Name=[Catalog Inventory Web API] Product SKU}","{ResourceType=Release, Id=275050, Name=R49}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=7, ResourceType=EntityState, Id=1280, Name=Move to Live}","{ResourceType=TeamAssignment, Id=192545}",,"{ResourceType=Epic, Id=264943, Name=Catalog Inventory Web API}",6,,,,,D'Urban,To Be Determined
Feature,264945,Catalog Inventory Web API,"<div>Wiki page&#58; <a href=""https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Catalog&#43;Inventory&#43;Web&#43;API"" target=""_blank"">https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Catalog&#43;Inventory&#43;Web&#43;API</a></div>
",2018-09-03,,2018-07-11,2018-10-03,2018-09-21,,236220,29,29,0,1,18,0,2018-09-21,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}","{FirstName=Artemiy, ResourceType=GeneralUser, Id=746, LastName=Karpov, Login=artemiy.karpov@ewave.com}","{ResourceType=TestPlan, Id=274359, Name=Catalog Inventory Web API}","{ResourceType=Release, Id=275050, Name=R49}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=7, ResourceType=EntityState, Id=1280, Name=Move to Live}","{ResourceType=TeamAssignment, Id=192527}",,"{ResourceType=Epic, Id=264943, Name=Catalog Inventory Web API}",6,,,,,D'Urban,To Be Determined
Feature,264632,[AI 2.0][Logger] Elastic Search,,,,2018-07-09,2018-07-09,,,235932,0,0,0,0,0,0,2018-07-09,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}",,,,,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=1, ResourceType=EntityState, Id=1276, Name=Open}","{ResourceType=TeamAssignment, Id=192270}",,"{ResourceType=Epic, Id=135569, Name=Abstract Integration}",6,,,,,Lego_internal,To Be Determined
Feature,263445,Extended Customer Segments,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;Extended&#43;Customer&#43;Segments</div>
",2018-08-01,2018-08-01,2018-07-07,2018-08-01,2018-08-01,,235762,20,20,0,1,31.5,0,2018-08-01,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Ivan, ResourceType=GeneralUser, Id=110, LastName=Ivanov, Login=ivan.ivanov@ewave.com}","{ResourceType=TestPlan, Id=267342, Name=Extended Customer Segments}","{ResourceType=Release, Id=260858, Name=R43}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=192110}",,"{ResourceType=Epic, Id=263444, Name=Extended Customer Segments}",6,,,,,Platypus,To Be Determined
Feature,263212,[Product Overlay] Product Attribute,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BProduct&#43;Overlay&#37;5D&#43;Product&#43;Attribute</div>
",2018-07-27,2018-07-27,2018-07-06,2018-08-02,2018-07-27,,235533,29,29,0,1,31.45,0,2018-07-27,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=209, LastName=Yurevich, Login=denis.yurevich@ewave.com}","{ResourceType=TestPlan, Id=267674, Name=[Product Overlay] Product Attribute}","{ResourceType=Release, Id=260858, Name=R43}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=191976}",,"{ResourceType=Epic, Id=129525, Name=Product Overlay}",6,,,,,AUPost,To Be Determined
Feature,262069,AsiaPay,"<div>WikiPage&#58; <a href=""https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;AsiaPay"" target=""_blank"">https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;AsiaPay</a></div>

<div>Sandbox&#58; <a href=""https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;QT&#47;AsiaPay&#43;Sandbox"" target=""_blank"">https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;QT&#47;AsiaPay&#43;Sandbox</a></div>
",,,2018-06-26,2018-10-05,,,234504,46.5,0,46.5,0,0,46.5,2018-06-26,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}","{FirstName=Dmitry, ResourceType=GeneralUser, Id=654, LastName=Plavskiy, Login=dmitry.plavskiy@ewave.com}",,,,,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=1, ResourceType=EntityState, Id=1276, Name=Open}","{ResourceType=TeamAssignment, Id=190954}",,"{ResourceType=Epic, Id=262068, Name=AsiaPay}",6,,,,,D'Urban,To Be Determined
Feature,261670,File Generator,"<div>wiki link&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;File&#43;Generator</div>
",2018-07-11,2018-07-11,2018-06-25,2018-07-11,,,234318,20,20,0,1,21.75,0,2018-07-11,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Eldaniz, ResourceType=GeneralUser, Id=188, LastName=Gasymov, Login=eldaniz.gasymov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}",,,"{ResourceType=Release, Id=260857, Name=R42}",,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=9, ResourceType=EntityState, Id=1281, Name=Done}","{ResourceType=TeamAssignment, Id=190652}",,"{ResourceType=Epic, Id=261669, Name=File Generator}",6,,,,,Lego_internal,To Be Determined
Feature,261251,[ON HOLD][Fluent] Store Locator,"<div>wiki&#58;</div>

<div>https&#58;&#47;&#47;wiki.ewave.com&#47;display&#47;LEGO&#47;&#37;5BFluent&#37;5D&#43;Store&#43;Locator</div>
",,,2018-06-21,2018-07-13,,,233937,88,3,85,0.0341,3,85,2018-07-13,,,0,h,"{ResourceType=EntityType, Id=9, Name=Feature}","{ResourceType=Project, Process={ResourceType=Process, Id=20}, Id=4381, Name=eWave LEGO}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}","{FirstName=Denis, ResourceType=GeneralUser, Id=458, LastName=Babkov, Login=denis.babkov@ewave.com}",,,,,,"{ResourceType=Team, Id=134937, Name=LEGO TEAM}","{Importance=6, ResourceType=Priority, Id=10, Name=P6 - Normal}","{NumericPriority=1, ResourceType=EntityState, Id=1276, Name=Open}","{ResourceType=TeamAssignment, Id=190308}",,"{ResourceType=Epic, Id=198729, Name=Fluent Integration}",6,,,,,AUPost,To Be Determined
